order_id,order_date,customer_id,order_amount,category,item_count,discount_pct,payment_method,is_new_customer,customer_prior_return_rate,days_since_signup,delivery_pincode_risk_tier,size_flag,review_score_avg,was_returned
95f0e203-b237-45b1-b269-75f007f6f6a3,2026-01-01,cust_000001,839.4,apparel,5,13.3,netbanking,True,,12,low,True,4.05,True
f7f4f120-54b6-4aab-a048-71267f4ba10b,2026-01-01,cust_000001,1090.85,apparel,6,17.8,COD,False,0.17412196618715187,613,high,True,4.37,True
9bb1cd8b-7cd9-462a-9ad0-075f08ae0d09,2026-01-01,cust_000017,445.16,apparel,2,14.0,COD,True,,15,low,True,4.4,False
6b58ff87-591d-461f-a2a2-dd4ae8f3d851,2026-01-01,cust_000007,913.88,apparel,1,24.6,card,True,,14,low,True,4.87,False
4991feec-fa7c-447f-87d6-64ce8214f192,2026-01-01,cust_000000,1674.43,home,1,24.7,COD,True,,8,medium,False,2.63,False
effaaf5d-459f-44cc-ac6c-e432001d90e5,2026-01-01,cust_000094,1112.76,footwear,6,24.0,card,True,,12,low,True,4.07,False
35f4a9d1-b365-417c-8e08-9d06928dd3f3,2026-01-01,cust_000039,1780.62,apparel,2,17.0,UPI,True,,11,high,True,4.57,True
09b35b79-6578-4ead-ba04-25fd0054a8cb,2026-01-01,cust_000000,2175.24,apparel,3,7.0,netbanking,False,0.2844342615500907,693,low,True,4.71,False
bfb1dc4b-338d-4023-84e6-c2b8c7254be6,2026-01-01,cust_000856,1427.69,apparel,3,34.4,netbanking,True,,22,low,True,3.73,True
a211ab6c-d861-4c06-8652-88c25a5ce97b,2026-01-01,cust_000005,544.92,apparel,2,21.1,COD,True,,6,high,True,4.23,True
a0146ca4-10d1-4c56-9734-04e14606fa95,2026-01-01,cust_001980,705.64,home,1,34.7,UPI,True,,0,low,False,4.44,True
42975776-d068-4dd3-a236-fa9a0b128482,2026-01-01,cust_001536,3470.46,apparel,3,30.0,UPI,True,,26,low,True,4.75,False
da11e3a7-56d4-4351-b225-3071cfa2708e,2026-01-01,cust_000021,1118.69,footwear,6,0.5,UPI,True,,20,medium,True,4.21,False
93313494-1210-4e6e-a1f0-282f5a676792,2026-01-01,cust_000003,1019.09,footwear,3,39.5,UPI,True,,11,high,True,4.15,True
dce07b88-afff-465d-87ec-edd330e261be,2026-01-01,cust_000675,491.78,electronics,5,34.4,netbanking,True,,22,high,False,3.84,False
1ad7e0d4-375e-44a1-bc32-ab6472486541,2026-01-01,cust_000011,842.17,footwear,5,28.6,card,True,,4,high,True,4.67,True
a0c1799c-78ef-4705-84fb-b1239df7cdda,2026-01-01,cust_000001,1482.46,home,5,18.3,UPI,False,0.3081594547684413,281,low,False,4.75,False
55ab4b67-0e73-4e23-9983-9dd24da90693,2026-01-01,cust_000060,907.23,footwear,4,26.4,UPI,True,,11,medium,True,4.63,True
1b2b6961-8bbc-4569-81dc-f242d1c191f0,2026-01-01,cust_000035,624.18,apparel,3,29.7,UPI,True,,14,low,True,4.45,False
8f6b2f98-cbfc-4f98-bbae-58f6a8b43e39,2026-01-01,cust_000768,734.24,footwear,2,10.1,card,True,,13,low,True,4.15,True
5720cf35-3078-4d05-a4e9-c3e530b5823f,2026-01-01,cust_000275,2067.88,apparel,2,45.6,COD,True,,12,low,True,3.65,False
0b80eee0-53f8-43c9-ae00-c8591eb721df,2026-01-01,cust_000959,1432.89,electronics,4,33.2,COD,True,,10,low,False,3.56,False
80a04eee-fc37-4506-9673-41d7513d3f70,2026-01-01,cust_000288,1304.83,footwear,3,11.9,card,True,,11,low,True,4.62,True
0498a1ad-526b-478f-acc8-f49563f6d217,2026-01-01,cust_000131,1222.46,electronics,3,22.2,UPI,True,,0,medium,False,4.68,False
fa00d266-86e8-43b6-9b7a-024dcd211e15,2026-01-02,cust_000038,392.24,apparel,3,4.2,UPI,True,,0,high,True,4.15,True
b8942cb7-aee6-4202-9150-469950c19c92,2026-01-02,cust_002473,1086.42,apparel,6,17.7,card,True,,11,low,True,4.15,True
bb7087ca-bfb9-4b89-a1b8-f58bb4053bb3,2026-01-02,cust_001943,1896.2,apparel,4,13.5,card,True,,20,low,True,4.13,False
917fab89-7986-4f69-90c5-1b8a3e49f8ae,2026-01-02,cust_000760,747.96,electronics,6,28.1,UPI,True,,26,low,False,4.72,False
543caa98-8dd1-4f59-b62c-3d307cc47cc2,2026-01-02,cust_000407,1779.7,electronics,6,18.4,UPI,True,,27,low,False,4.45,False
6ad47ed3-eaf6-485b-9563-85403ced4026,2026-01-02,cust_000075,1315.09,home,4,21.2,COD,True,,8,medium,False,3.74,False
06377892-a9f4-483f-ae83-e5b27c779901,2026-01-02,cust_000004,1602.58,beauty,1,28.5,card,False,0.39097141114745027,581,medium,False,4.31,False
17ee66a7-cf74-425a-bcef-1a645f9da9c8,2026-01-02,cust_000953,930.44,apparel,6,48.9,card,True,,10,low,True,3.05,False
b9d4383a-d717-43c5-b8db-7681100a3a66,2026-01-02,cust_000000,1670.05,beauty,3,17.0,card,False,0.17591720157988727,514,high,False,3.63,True
882f0a52-bea0-491e-bdc7-431e1aff2a2f,2026-01-02,cust_000003,322.06,home,3,15.1,card,False,0.3004594249502151,323,low,False,2.95,False
e007644b-e03e-4d31-b191-3e014f1a181c,2026-01-02,cust_000016,918.92,beauty,3,27.7,UPI,True,,1,medium,False,3.49,True
390b55be-dfe3-4a66-9036-48b1c28ab30c,2026-01-02,cust_000081,1478.98,beauty,1,28.1,COD,True,,4,low,False,3.54,True
ca2ada76-bead-4525-9190-cab223c3e529,2026-01-02,cust_000065,1104.79,footwear,4,17.3,UPI,True,,25,medium,True,2.75,False
e4312f68-76ac-4389-a21c-c35590da2dbe,2026-01-02,cust_000001,1933.21,apparel,1,17.0,UPI,False,0.2899318736063663,289,low,True,4.7,False
25db7c01-03a5-4b97-81fd-44f58fe9f304,2026-01-02,cust_000000,804.35,home,5,27.4,card,False,0.2866750020872198,248,low,False,3.69,False
dd740b83-5220-499a-b827-ed79af431dd3,2026-01-02,cust_000003,612.03,footwear,6,5.1,card,False,0.2595505483598324,279,medium,True,3.81,True
b37befdd-bc04-497d-a794-ecc724257773,2026-01-02,cust_000010,285.05,beauty,3,15.0,card,False,0.1808902673916428,486,low,False,3.48,False
6b5de206-1436-46e6-a676-151411662191,2026-01-02,cust_000000,741.68,apparel,3,5.7,COD,False,0.24629968409675587,637,low,True,4.34,False
c1bd4912-3dfe-4946-bf44-eb11a4219a50,2026-01-02,cust_000201,1289.25,home,5,20.0,UPI,True,,22,medium,False,4.83,False
f3b856d6-98ac-4d05-9a30-2d2b4c7e5dca,2026-01-02,cust_000004,1529.51,beauty,6,16.9,UPI,True,,3,low,False,4.31,False
d1c8fb8a-4773-4b7b-bdac-61f5418e8fdf,2026-01-02,cust_000010,337.16,apparel,1,10.4,UPI,True,,29,low,True,4.21,False
381df1bf-926c-4736-849a-9bda3da7ec06,2026-01-02,cust_000009,2044.13,home,3,21.3,UPI,True,,2,medium,False,2.82,True
ca3db888-6c4a-4387-bf07-4ff61d72fe97,2026-01-02,cust_000042,453.91,beauty,2,7.3,netbanking,True,,22,low,False,3.94,False
c42c0334-0baf-43e5-a307-1cf8dfd02a3d,2026-01-02,cust_000003,612.03,footwear,6,5.1,card,False,0.2595505483598324,279,medium,True,3.81,False
494a5863-95f4-4890-a981-d8c9725732e1,2026-01-03,cust_000835,824.85,home,1,13.9,card,True,,25,low,False,4.39,False
5c4752eb-0046-4ecb-aba3-060e854f5b8b,2026-01-03,cust_000001,602.95,apparel,1,2.4,UPI,False,0.2244443413424541,33,low,True,4.72,False
b354e641-1d9e-451b-b640-89428f950efe,2026-01-03,cust_000009,1202.4,home,4,21.9,card,False,0.5045274376845389,160,low,False,4.36,True
b20dd38f-57a9-4fff-9b3e-d17a4b82fabf,2026-01-03,cust_000200,958.96,home,5,36.1,netbanking,True,,8,low,False,5.0,True
93e01244-357b-4139-8779-379e190f6cee,2026-01-03,cust_000000,1443.14,electronics,4,50.4,COD,False,0.3093826694698616,165,medium,False,3.56,False
18ad8e5a-25d2-4e23-b810-0c8da8ac0459,2026-01-03,cust_000648,3263.85,home,2,10.8,UPI,True,,5,medium,False,3.56,True
adc2cb38-a2ad-4062-bcc8-0fdbfd4bde7c,2026-01-03,cust_001988,1186.18,electronics,3,26.5,card,True,,15,low,False,4.23,False
3b8ae171-af0b-47f3-b15d-a74fc683510c,2026-01-03,cust_000097,599.64,footwear,6,11.5,UPI,True,,28,low,True,4.77,True
ff6378b5-877d-4bd9-a2ef-8baf226d6954,2026-01-03,cust_001900,1239.85,beauty,6,6.2,COD,True,,0,high,False,4.86,True
c6ec404e-aa58-420d-a854-87523d707a43,2026-01-03,cust_000018,3503.78,beauty,1,19.4,COD,False,0.2411749109703574,673,medium,False,2.78,False
a3212957-a3fa-4fd3-891e-b7c63500dbed,2026-01-03,cust_000018,1421.46,home,4,35.0,card,True,,21,low,False,4.07,False
5a799d68-caf1-4320-85f7-80c384be00a8,2026-01-03,cust_000000,1740.6,apparel,4,9.8,card,False,0.1776658592168886,580,medium,True,4.57,True
3497678a-25af-4681-a753-019ad9418b06,2026-01-03,cust_000000,294.27,beauty,3,16.9,card,False,0.25105511713708045,106,high,False,4.55,True
5e47b354-9a1a-4a75-a2af-b60c7ea48a06,2026-01-03,cust_000003,1177.11,apparel,3,17.5,card,False,0.27519718739374194,126,high,True,4.34,False
a15857ae-bdca-464c-a4ee-f4fca343b366,2026-01-03,cust_000032,744.26,home,5,22.5,card,True,,27,low,False,3.95,False
5bfe19b6-a76b-42fb-bc3f-e2dda46cd321,2026-01-03,cust_000041,557.75,apparel,6,34.9,netbanking,True,,1,medium,True,2.18,True
61cb776f-d0f6-4d17-81a2-65a18f737459,2026-01-03,cust_000003,883.93,home,2,24.8,COD,False,0.2361234661421756,520,medium,False,5.0,False
64c21e52-b03d-471a-9e9e-d5edd0e49305,2026-01-03,cust_000101,968.79,home,6,24.6,netbanking,True,,21,medium,False,4.37,False
eb86f27d-df10-4f1c-8e66-5b165d27e334,2026-01-03,cust_000002,579.94,electronics,6,20.8,UPI,True,,5,high,False,3.47,True
2c140f31-5c7b-4b3c-b90e-4a87f2be23f3,2026-01-03,cust_000008,1024.46,electronics,1,26.4,card,True,,2,low,False,3.81,True
7ff622cf-aab1-446d-8f60-c46e2e5a8216,2026-01-03,cust_000002,795.17,apparel,2,36.1,card,False,0.41558987929423563,266,low,True,4.16,True
78ef4a15-66fa-4494-9ffa-676f5cee08f1,2026-01-03,cust_000208,1468.07,apparel,3,5.1,UPI,True,,17,medium,True,4.29,False
0cb91c30-b894-4173-912f-9dfc4ea88ed0,2026-01-03,cust_000044,1052.9,electronics,4,5.5,card,True,,9,high,False,3.17,False
b0e22e46-0f99-418d-ab40-809bae9dfb86,2026-01-03,cust_000291,1168.11,footwear,2,9.5,UPI,True,,25,medium,True,3.41,False
470ebebf-298e-47bd-be68-5ba2ee3ecfda,2026-01-03,cust_000000,1782.14,footwear,3,31.2,card,False,0.2738798864282873,310,low,True,4.3,True
